Player,Season,MPPG,Outcome
Ryan Hollins,2013-14,7.902,Not Successful
Al Horford,2011-12,31.636,Successful
Troy Hudson,2004-05,21.886,Not Successful
Chris Hunter,2009-10,13.05,Not Successful
Lindsey Hunter,2006-07,14.327,Not Successful
Marc Jackson,2003-04,27.182,Successful
Yi Jianlian,2009-10,31.827,Successful
Alexander Johnson,2006-07,12.763,Not Successful
DerMarr Johnson,2005-06,15.931,Not Successful
Ian Mahinmi,2018-19,14.647,Not Successful
James Johnson,2015-16,16.246,Not Successful
Wesley Johnson,2010-11,26.19,Successful
DeAndre Jordan,2008-09,14.547,Not Successful
Jason Kapono,2004-05,18.407,Not Successful
Viktor Khryapa,2005-06,21.623,Not Successful
Andrei Kirilenko,2013-14,19.044,Not Successful
Brandon Knight,2011-12,32.258,Successful
Kosta Koufos,2008-09,11.771,Not Successful
Skal Labissiere,2016-17,18.545,Not Successful
Joffrey Lauvergne,2017-18,9.709,Not Successful
Alex Len,2015-16,23.346,Not Successful
Jon Leuer,2014-15,13.079,Not Successful
Shaun Livingston,2005-06,25,Successful
Shaun Livingston,2011-12,18.828,Not Successful
Kevin Love,2018-19,27.182,Successful
Shelvin Mack,2014-15,15.145,Not Successful
Shelvin Mack,2015-16,20.346,Not Successful
Jamaal Magloire,2008-09,12.891,Not Successful
Thon Maker,2016-17,9.86,Not Successful
Cartier Martin,2013-14,14.746,Not Successful
Jarell Martin,2017-18,22.753,Not Successful
Mitch McGary,2014-15,15.156,Not Successful
Salah Mejri,2015-16,11.676,Not Successful
Darius Miles,2004-05,26.968,Successful
Bojan Bogdanovic,2015-16,26.772,Successful
Nazr Mohammed,2011-12,10.984,Not Successful
Troy Murphy,2003-04,21.786,Not Successful
Jamal Murray,2016-17,21.512,Not Successful
Lamond Murray,2004-05,14.806,Not Successful
Ronald Murray,2006-07,21.406,Not Successful
Mike Muscala,2019-20,12.17,Not Successful
Abdel Nader,2019-20,15.764,Not Successful
Georges Niang,2018-19,8.746,Not Successful
Andres Nocioni,2009-10,19.693,Not Successful
Andres Nocioni,2010-11,17.241,Not Successful
Nerlens Noel,2017-18,15.733,Not Successful
Jahlil Okafor,2019-20,15.567,Not Successful
Victor Oladipo,2013-14,31.088,Successful
Greg Ostertag,2005-06,13.45,Not Successful
Jannero Pargo,2011-12,13.42,Not Successful
Jabari Parker,2014-15,29.52,Successful
Gary Payton,2006-07,22.103,Not Successful
Wesley Person,2003-04,17.879,Not Successful
Mickael Pietrus,2010-11,19.421,Not Successful
Zach Randolph,2005-06,34.392,Successful
Quentin Richardson,2010-11,16.754,Not Successful
Quentin Richardson,2011-12,18.042,Not Successful
Rajon Rondo,2018-19,29.761,Successful
Damjan Rudez,2014-15,15.397,Not Successful
D'Angelo Russell,2016-17,28.746,Successful
Chris Silva,2019-20,7.864,Not Successful
Ish Smith,2015-16,29.078,Successful
Darius Songaila,2009-10,18.8,Not Successful
Rod Strickland,2003-04,19.623,Not Successful
Al Thornton,2008-09,37.38,Successful
Ime Udoka,2008-09,15.448,Not Successful
Beno Udrih,2005-06,10.852,Not Successful
Beno Udrih,2016-17,14.359,Not Successful
Gerald Wallace,2013-14,24.414,Successful
Martell Webster,2006-07,21.451,Not Successful
Sonny Weems,2009-10,19.826,Not Successful
Delonte West,2007-08,25.131,Successful
Chris Wilcox,2004-05,18.611,Not Successful
Chris Wilcox,2011-12,17.179,Not Successful
Jordan Williams,2011-12,14.767,Not Successful
Qyntel Woods,2005-06,20.673,Not Successful
Metta World Peace,2004-05,41.571,Successful
Brandan Wright,2017-18,13.607,Not Successful
Cole Aldrich,2013-14,7.174,Not Successful
Grayson Allen,2019-20,18.895,Not Successful
Justin Anderson,2017-18,13.658,Not Successful
Giannis Antetokounmpo,2013-14,24.636,Successful
Joel Anthony,2012-13,9.129,Not Successful
Joel Anthony,2014-15,8.286,Not Successful
Hilton Armstrong,2006-07,11.321,Not Successful
DJ Augustin,2016-17,19.718,Not Successful
Gustavo Ayon,2012-13,13.345,Not Successful
Jeff Ayres,2014-15,7.51,Not Successful
Kelenna Azubuike,2006-07,16.317,Not Successful
Dwayne Bacon,2018-19,17.651,Not Successful
JJ Barea,2011-12,25.171,Successful
Will Barton,2018-19,27.651,Successful
Keita Bates-Diop,2019-20,16.909,Not Successful
Malik Beasley,2019-20,21.982,Not Successful
Marco Belinelli,2009-10,16.985,Not Successful
Andris Biedrins,2004-05,12.8,Not Successful
Corey Brewer,2015-16,20.354,Not Successful
Corey Brewer,2016-17,15.622,Not Successful
Dillon Brooks,2017-18,28.659,Successful
Dillon Brooks,2019-20,28.932,Successful
Shannon Brown,2012-13,23.763,Not Successful
Reggie Bullock,2015-16,11.595,Not Successful
Caron Butler,2010-11,29.897,Successful
Jackie Butler,2005-06,13.455,Not Successful
Rasual Butler,2007-08,17.157,Not Successful
DeMarre Carroll,2015-16,30.231,Successful
Vince Carter,2017-18,17.69,Not Successful
Michael Carter-Williams,2015-16,30.537,Successful
Omri Casspi,2011-12,20.631,Not Successful
Tyler Cavanaugh,2017-18,13.282,Not Successful
Gary Clark,2019-20,13.5,Not Successful
Jordan Clarkson,2016-17,29.232,Successful
Norris Cole,2013-14,24.561,Successful
Jason Collier,2003-04,27.25,Successful
Sam Dekker,2017-18,12.096,Not Successful
Matthew Dellavedova,2016-17,26.132,Successful
Juan Dixon,2005-06,25.263,Successful
Michael Doleac,2006-07,12.464,Not Successful
Wayne Ellington,2014-15,25.769,Successful
Reggie Evans,2014-15,16.255,Not Successful
Dante Exum,2016-17,18.606,Not Successful
Cristiano Felicio,2015-16,10.355,Not Successful
Terrance Ferguson,2017-18,12.508,Not Successful
Rudy Fernandez,2011-12,22.903,Not Successful
Derek Fisher,2011-12,23.937,Not Successful
Danilo Gallinari,2017-18,31.952,Successful
Kevin Garnett,2013-14,20.537,Not Successful
Pat Garrity,2005-06,16.456,Not Successful
Alonzo Gee,2014-15,12.259,Not Successful
Gerald Green,2011-12,25.194,Successful
Matt Harpring,2008-09,11,Not Successful
Spencer Hawes,2014-15,17.452,Not Successful
Gordon Hayward,2010-11,16.917,Not Successful
Jrue Holiday,2009-10,24.205,Successful
Ryan Hollins,2009-10,16.753,Not Successful
Rondae Hollis-Jefferson,2015-16,21.207,Not Successful
Rondae Hollis-Jefferson,2018-19,20.915,Not Successful
Jarrett Jack,2005-06,20.241,Not Successful
Jarrett Jack,2017-18,24.968,Successful
Bobby Jackson,2008-09,20.901,Not Successful
Justin Jackson,2019-20,16.077,Not Successful
Marc Jackson,2005-06,16.047,Not Successful
Bernard James,2012-13,9.935,Not Successful
Jerome James,2004-05,16.625,Not Successful
Jared Jeffries,2006-07,23.764,Not Successful
Jared Jeffries,2008-09,23.393,Not Successful
Anthony Johnson,2006-07,19.418,Not Successful
Dahntay Jones,2010-11,13.089,Not Successful
Dwayne Jones,2007-08,8.429,Not Successful
Fred Jones,2006-07,20.937,Not Successful
James Jones,2015-16,9.646,Not Successful
Jerome Jordan,2014-15,8.705,Not Successful
Jason Kapono,2005-06,13.039,Not Successful
Linas Kleiza,2005-06,8.508,Not Successful
Mindaugas Kuzminskas,2016-17,14.941,Not Successful
Rashard Lewis,2012-13,14.4,Not Successful
Shaun Livingston,2009-10,22.111,Not Successful
Tyronn Lue,2007-08,14.72,Not Successful
Trey Lyles,2018-19,17.5,Not Successful
Sean Marks,2008-09,13.967,Not Successful
Kenyon Martin,2012-13,23.944,Not Successful
Kenyon Martin,2013-14,19.781,Not Successful
Kevin Martin,2015-16,19.909,Not Successful
Antonio McDyess,2003-04,22.071,Not Successful
Darko Milicic,2005-06,13.945,Not Successful
Nazr Mohammed,2012-13,11,Not Successful
Anthony Morrow,2016-17,14.571,Not Successful
Alonzo Mourning,2004-05,18.973,Not Successful
Raul Neto,2019-20,12.37,Not Successful
Semi Ojeleye,2017-18,15.753,Not Successful
Jahlil Okafor,2015-16,30.019,Successful
Jahlil Okafor,2016-17,22.68,Not Successful
Josh Okogie,2018-19,23.743,Not Successful
Kevin Ollie,2008-09,17,Not Successful
Michael Olowokandi,2003-04,21.512,Not Successful
Michael Olowokandi,2004-05,19.597,Not Successful
Bo Outlaw,2006-07,11.22,Not Successful
Jabari Parker,2017-18,23.968,Not Successful
Nikola Pekovic,2014-15,26.29,Successful
Mickael Pietrus,2011-12,21.929,Not Successful
AJ Price,2009-10,15.446,Not Successful
Ivan Rabb,2017-18,14.333,Not Successful
Willie Reed,2015-16,10.923,Not Successful
Luke Ridnour,2003-04,16.145,Not Successful
Austin Rivers,2018-19,26.684,Successful
Sergio Rodriguez,2009-10,15.879,Not Successful
Derrick Rose,2014-15,30,Successful
Michael Ruffin,2007-08,13.739,Not Successful
JaKarr Sampson,2019-20,13.853,Not Successful
Daniel Santiago,2003-04,13.111,Not Successful
Brian Skinner,2007-08,12.788,Not Successful
JR Smith,2005-06,17.982,Not Successful
Jason Smith,2014-15,21.768,Not Successful
Omari Spellman,2018-19,17.5,Not Successful
Omari Spellman,2019-20,18.082,Not Successful
Salim Stoudamire,2005-06,20.262,Not Successful
Jeffery Taylor,2012-13,19.571,Not Successful
Garrett Temple,2012-13,22.667,Not Successful
Garrett Temple,2017-18,24.846,Successful
Kenny Thomas,2006-07,22.774,Not Successful
Lance Thomas,2011-12,15,Not Successful
Lance Thomas,2012-13,10.949,Not Successful
Matt Thomas,2019-20,10.732,Not Successful
Hollis Thompson,2015-16,27.974,Successful
Marcus Thornton,2014-15,15.021,Not Successful
Anthony Tolliver,2012-13,15.532,Not Successful
Anthony Tolliver,2018-19,16.6,Not Successful
Jake Tsakalidis,2003-04,13.325,Not Successful
Hedo Turkoglu,2014-15,11.371,Not Successful
Evan Turner,2016-17,25.508,Successful
Beno Udrih,2008-09,31.096,Successful
Nick Van Exel,2003-04,32.179,Successful
Noah Vonleh,2015-16,15.051,Not Successful
Dion Waiters,2018-19,25.864,Successful
John Wall,2018-19,34.5,Successful
Kyle Weaver,2008-09,20.821,Not Successful
Jahidi White,2003-04,13.952,Not Successful
Kenrich Williams,2018-19,23.457,Not Successful
Robert Williams,2018-19,8.844,Not Successful
Shelden Williams,2007-08,12.125,Not Successful
Nate Wolters,2013-14,22.569,Not Successful
Antoine Wright,2006-07,18.048,Not Successful
Nick Young,2008-09,22.402,Not Successful
Nick Young,2014-15,23.81,Not Successful
Sam Young,2009-10,16.513,Not Successful
Quincy Acy,2012-13,11.793,Not Successful
Malik Allen,2004-05,14.417,Not Successful
Justin Anderson,2015-16,11.764,Not Successful
Darrell Arthur,2016-17,15.585,Not Successful
Luke Babbitt,2015-16,17.979,Not Successful
Leandro Barbosa,2009-10,17.864,Not Successful
Maceo Baston,2006-07,8.617,Not Successful
Jerryd Bayless,2017-18,23.718,Not Successful
Raja Bell,2011-12,23.412,Not Successful
Andris Biedrins,2012-13,9.34,Not Successful
Steve Blake,2015-16,17,Not Successful
Ryan Bowen,2004-05,9.152,Not Successful
Corey Brewer,2010-11,21.884,Not Successful
Ronnie Brewer,2012-13,14.217,Not Successful
Aaron Brooks,2010-11,21.763,Not Successful
Sterling Brown,2019-20,14.75,Not Successful
Jimmy Butler,2011-12,8.548,Not Successful
Rasual Butler,2013-14,7.56,Not Successful
Nick Calathes,2014-15,14.448,Not Successful
Ian Clark,2017-18,19.662,Not Successful
Jarron Collins,2004-05,19.22,Not Successful
Mike Conley,2007-08,26.057,Successful
Brian Cook,2003-04,12.629,Not Successful
DeMarcus Cousins,2010-11,28.506,Successful
Jordan Crawford,2011-12,27.391,Successful
Austin Croshere,2007-08,10.386,Not Successful
Troy Daniels,2015-16,11.07,Not Successful
Boris Diaw,2016-17,17.575,Not Successful
Keyon Dooling,2005-06,22.74,Not Successful
Monta Ellis,2016-17,27,Successful
Landry Fields,2012-13,20.333,Not Successful
Randy Foye,2007-08,32.282,Successful
Adonal Foyle,2003-04,13,Not Successful
Jimmer Fredette,2012-13,14.014,Not Successful
Kevin Garnett,2015-16,14.632,Not Successful
Pat Garrity,2004-05,13.451,Not Successful
Pau Gasol,2018-19,12,Not Successful
Eddie Gill,2004-05,13.986,Not Successful
Dion Glover,2003-04,23.812,Not Successful
Eric Gordon,2012-13,30.095,Successful
Joey Graham,2009-10,12.048,Not Successful
Aaron Gray,2010-11,12.951,Not Successful
Draymond Green,2019-20,28.419,Successful
Javonte Green,2019-20,9.75,Not Successful
Othella Harrington,2005-06,11.444,Not Successful
Isaiah Hartenstein,2019-20,11.565,Not Successful
Udonis Haslem,2013-14,14.196,Not Successful
Ryan Hollins,2007-08,8.867,Not Successful
Rodney Hood,2019-20,29.476,Successful
Robert Horry,2007-08,12.956,Not Successful
Eddie House,2009-10,17.897,Not Successful
Robbie Hummel,2013-14,12.358,Not Successful
Reggie Jackson,2019-20,23.968,Not Successful
Sarunas Jasikevicius,2006-07,15.444,Not Successful
Amir Johnson,2018-19,10.373,Not Successful
Chris Johnson,2015-16,12.243,Not Successful
James Johnson,2019-20,19.344,Not Successful
Keldon Johnson,2019-20,17.706,Not Successful
Derrick Jones,2016-17,17.031,Not Successful
Eddie Jones,2007-08,19.617,Not Successful
Brandon Knight,2012-13,31.533,Successful
Furkan Korkmaz,2018-19,14.146,Not Successful
Luke Kornet,2019-20,15.528,Not Successful
Toni Kukoc,2005-06,15.662,Not Successful
Meyers Leonard,2017-18,7.697,Not Successful
Robin Lopez,2008-09,10.233,Not Successful
Kevin Love,2012-13,34.333,Successful
John Lucas,2012-13,13.127,Not Successful
Jamaal Magloire,2006-07,21.025,Not Successful
Stephon Marbury,2007-08,33.542,Successful
Jermaine O'Neal,2007-08,28.714,Successful
Tony Massenburg,2004-05,11.459,Not Successful
Luc Mbah a Moute,2014-15,28.597,Successful
James Michael McAdoo,2016-17,8.788,Not Successful
Walter McCarty,2004-05,12.583,Not Successful
JaVale McGee,2015-16,10.882,Not Successful
Jodie Meeks,2016-17,20.5,Not Successful
Salah Mejri,2018-19,11.083,Not Successful
Greg Monroe,2018-19,11.163,Not Successful
Jamario Moon,2010-11,17.661,Not Successful
Timofey Mozgov,2011-12,15.614,Not Successful
Timofey Mozgov,2016-17,20.444,Not Successful
Eduardo Najera,2003-04,12.414,Not Successful
Raul Neto,2018-19,12.811,Not Successful
Joakim Noah,2015-16,21.897,Not Successful
Steve Novak,2007-08,7.543,Not Successful
Jermaine O'Neal,2011-12,22.8,Not Successful
Kyle O'Quinn,2019-20,10.793,Not Successful
Fabricio Oberto,2005-06,8.305,Not Successful
Kevin Ollie,2005-06,15.271,Not Successful
Zaza Pachulia,2007-08,15.226,Not Successful
Jannero Pargo,2007-08,18.713,Not Successful
Chandler Parsons,2017-18,19.194,Not Successful
Patrick Patterson,2018-19,13.667,Not Successful
Vitaly Potapenko,2003-04,21.831,Not Successful
Josh Powell,2007-08,19.188,Not Successful
Ronnie Price,2007-08,9.639,Not Successful
Miroslav Raduljica,2013-14,9.688,Not Successful
Anthony Randolph,2011-12,15.206,Not Successful
Shavlik Randolph,2005-06,8.544,Not Successful
Nate Robinson,2010-11,17.169,Not Successful
Rajon Rondo,2013-14,33.267,Successful
Brian Scalabrine,2008-09,12.923,Not Successful
Ramon Sessions,2009-10,21.122,Not Successful
Ramon Sessions,2014-15,18.563,Not Successful
Kyle Singler,2015-16,14.368,Not Successful
James Singleton,2009-10,17.14,Not Successful
Brian Skinner,2005-06,14.523,Not Successful
Brian Skinner,2006-07,22.731,Not Successful
Josh Smith,2013-14,35.455,Successful
Kirk Snyder,2007-08,21.139,Not Successful
Darius Songaila,2006-07,18.919,Not Successful
Nik Stauskas,2018-19,14.926,Not Successful
Lance Stephenson,2018-19,16.515,Not Successful
Damon Stoudamire,2006-07,24.21,Successful
Robert Swift,2005-06,21,Not Successful
Sebastian Telfair,2011-12,14.917,Not Successful
Kurt Thomas,2011-12,15.151,Not Successful
Cedi Osman,2017-18,11.016,Not Successful
Kurt Thomas,2012-13,10.051,Not Successful
Tristan Thompson,2011-12,23.733,Not Successful
Al Thornton,2007-08,27.316,Successful
Ronny Turiaf,2012-13,10.785,Not Successful
Sasha Vujacic,2015-16,14.885,Not Successful
Dwyane Wade,2017-18,22.925,Not Successful
Von Wafer,2010-11,9.534,Not Successful
Dion Waiters,2014-15,27.6,Successful
Henry Walker,2010-11,12.852,Not Successful
Taurean Prince,2016-17,16.627,Not Successful
TJ Warren,2014-15,15.35,Not Successful
Clarence Weatherspoon,2004-05,13.125,Not Successful
Chris Webber,2003-04,36.13,Successful
Chris Wilcox,2008-09,16.919,Not Successful
Derrick Williams,2016-17,16.08,Not Successful
Jawad Williams,2009-10,13.741,Not Successful
Lou Williams,2006-07,11.279,Not Successful
Mo Williams,2015-16,18.244,Not Successful
Scott Williams,2003-04,12.256,Not Successful
Loren Woods,2003-04,13.316,Not Successful
Brandan Wright,2007-08,9.895,Not Successful
Delon Wright,2016-17,16.519,Not Successful
Ivica Zubac,2016-17,16.026,Not Successful
Quincy Acy,2017-18,19.414,Not Successful
Hassan Adams,2006-07,8.115,Not Successful
Jeff Adrien,2012-13,13.712,Not Successful
Alexis Ajinca,2015-16,14.593,Not Successful
Alexis Ajinca,2016-17,14.974,Not Successful
Kadeem Allen,2018-19,21.895,Not Successful
Malik Allen,2005-06,12.981,Not Successful
Malik Allen,2006-07,10.633,Not Successful
Malik Allen,2007-08,15.014,Not Successful
Lou Amundson,2011-12,12.55,Not Successful
Omer Asik,2016-17,15.548,Not Successful
Jeff Ayres,2012-13,9.973,Not Successful
JJ Barea,2018-19,19.789,Not Successful
Matt Barnes,2005-06,11.268,Not Successful
Darius Bazley,2019-20,18.525,Not Successful
Michael Beasley,2015-16,18.15,Not Successful
Steve Blake,2011-12,23.34,Not Successful
Calvin Booth,2004-05,8.843,Not Successful
Earl Boykins,2009-10,16.672,Not Successful
Corey Brewer,2009-10,30.268,Successful
Corey Brewer,2018-19,15.871,Not Successful
Derrick Brown,2010-11,11.755,Not Successful
Reggie Bullock,2016-17,15.065,Not Successful
Alec Burks,2012-13,17.766,Not Successful
Will Bynum,2013-14,18.821,Not Successful
Vince Carter,2014-15,16.53,Not Successful
Alex Caruso,2018-19,21.24,Not Successful
Gary Clark,2018-19,12.569,Not Successful
Jarron Collins,2007-08,10.029,Not Successful
Chris Copeland,2013-14,6.463,Not Successful
Nando De Colo,2013-14,10.511,Not Successful
Sam Dekker,2018-19,16.766,Not Successful
Malcolm Delaney,2017-18,18.778,Not Successful
Carlos Delfino,2005-06,10.676,Not Successful
Ike Diogu,2010-11,13.056,Not Successful
DeSagana Diop,2003-04,13.036,Not Successful
Goran Dragic,2010-11,17.629,Not Successful
Predrag Drobnjak,2004-05,20.211,Not Successful
Chris Duhon,2012-13,17.826,Not Successful
Ronald Dupree,2004-05,10.043,Not Successful
Dante Exum,2018-19,15.81,Not Successful
Cristiano Felicio,2019-20,17.545,Not Successful
Michael Finley,2009-10,15.413,Not Successful
Evan Fournier,2012-13,11.263,Not Successful
Randy Foye,2014-15,21.74,Not Successful
Adonal Foyle,2006-07,9.896,Not Successful
Richie Frahm,2004-05,11.605,Not Successful
Tim Frazier,2015-16,14.529,Not Successful
Sundiata Gaines,2011-12,13.912,Not Successful
Danilo Gallinari,2008-09,14.714,Not Successful
Francisco Garcia,2009-10,23,Not Successful
Alonzo Gee,2010-11,19.964,Not Successful
Harry Giles,2018-19,14.138,Not Successful
